pos;F;61_Ano_Leg-B_NA_NA_NA_Jugement;02_Ano_Leg-A_Ap_NA_Pas_Paul;52_Ano_Leg-C_Co_NA_Vie_Forsin;54_Ano_Leg-C_Vi_NA_Vie_Pelagie;60_Ano_Leg-B_NA_NA_NA_Antechriste;14_Ano_Leg-B_Ma_Ho_Vie_Vincent;42_Ano_Leg-B_Vi_NA_Ass_NotreDame;29_Wau_Leg-C_Co_Ev_Vie_Martin;17_Ano_Leg-B_Ma_Ho_Vie_Agathe;58_Ano_Leg-C_Vi_NA_Vie_MarieEgyptienne;04_Ano_Leg-A_Ap_NA_Vie_Jean_Ev;01_Ano_Leg-A_Ap_NA_Vie_Pierre2;11_Ano_Leg-A_Ap_NA_Vie_Marc;38_Wau_Leg-C_Co_Ev_Vie_Jerome;00_Ano_Leg-A_Ap_Ev_Dis_Pierre1;49_Ano_Leg-C_NA_NA_Vie_Maur;41_Ano_Leg-C_Vi_NA_Vie_Irene;30_Wau_Leg-C_Co_Ev_Tra_Martin2;08_Ano_Leg-A_Ap_NA_Vie_Philippe;63_Ric_Leg-N_NA_NA_NA_Bestiaire;56_Ano_Leg-C_Co_NA_Vie_Mamertin;22_Ano_Leg-B_Ma_Ho_Vie_Cecile;21_Ano_Leg-B_Ma_Ho_Vie_Christine;35_Wau_Leg-C_Co_Ev_Vie_Nicolas;07_Ano_Leg-A_Ap_NA_Vie_SimonJude;53_Ano_Leg-C_Vi_NA_Vie_Marguerite;33_Wau_Leg-C_Co_Er_Vie_Gilles;03_Ano_Leg-A_Ap_NA_Mar_Jean;13_Ano_Leg-B_Ma_Ho_Vie_Sebastien;31_Wau_Leg-C_Co_Ev_Dia_Martin3;27_Ano_Leg-B_Ma_Ho_Vie_Pantaleon;34_Wau_Leg-C_Co_Ev_Vie_Martial;23_Ano_Leg-B_Ma_Ho_Vie_Sixte;44_Ano_Leg-C_Ap_NA_Vie_Andre;10_Ano_Leg-A_Ap_NA_Vie_Barthelemy;26_Ano_Leg-B_Ma_Ev_Vie_Lambert;19_Ano_Leg-B_Ma_Ho_Vie_Agnes;09_Ano_Leg-A_Ap_NA_Vie_JacquesMineur;47_Ano_Leg-C_Co_er_Vie_PaulErmite;37_Wau_Leg-C_Co_Ev_Tra_Nicolas3;15_Ano_Leg-B_Ma_Ho_Vie_Georges;48_Ano_Leg-C_Co_ev_Tra_Benoit2;45_Ano_Leg-C_Ap_NA_Pas_Andre2;20_Ano_Leg-B_Ma_Ho_Vie_Felicite;28_Ano_Leg-B_Ma_Ho_Vie_Clement;64_Ano_Leg-N_NA_NA_NA_Bestiaire2;59_Ano_Leg-C_Vi_NA_Vie_Euphrasie;46_Ano_Leg-B_Co_NA_Pur_Patrice;55_Ano_Leg-C_Co_NA_Vie_Simeon;06_Ano_Leg-A_Ap_NA_Vie_Matthieu;32_Wau_Leg-C_Co_Ev_Vie_Brice;16_Ano_Leg-B_Ma_Ho_Vie_Christophe;05_Ano_Leg-A_Ap_NA_Vie_Jacques;40_Wau_Leg-C_Co_Er_Vie_Alexis;51_Ano_Leg-C_Ma_ho_Vie_Eustache;24_Ano_Leg-B_Ma_Ho_Vie_Laurent;18_Ano_Leg-B_Ma_Ho_Vie_Luce;57_Ano_Leg-C_Vi_NA_Vie_Julien;12_Ano_Leg-A_Ma_Ho_Vie_Longin;43_Ano_Leg-C_Vi_NA_Vie_Catherine;50_Ano_Leg-C_NA_NA_Vie_Placide;25_Ano_Leg-B_Ma_Ho_Vie_Hippolyte;39_Wau_Leg-C_Co_Ev_Vie_Benoit;62_Ano_Leg-N_NA_NA_NA_Index;36_Wau_Leg-C_Co_Ev_Mir_Nicolas2
PRE VERppe DETpos;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
VERcjg PONfrt ADVint;16;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;2;1;0;2
ADVgen OUT NOMpro;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
DETndf ADJqua PROper;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg CONsub.PROper OUT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PROper ADVgen VERcjg;166;0;1;0;1;1;1;2;3;0;3;2;2;1;2;5;4;1;0;1;12;0;3;2;0;2;0;0;0;1;10;5;13;1;2;3;1;4;0;3;5;0;2;7;1;1;8;1;5;2;2;2;7;9;3;1;3;1;0;0;3;0;0;4;0;7
NOMcom VERinf PROind;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfrt NOMcom PRE.DETdef;30;0;0;1;0;0;0;1;0;0;2;2;0;0;0;1;0;0;0;0;3;0;0;0;0;1;0;0;0;0;3;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;2;2;0;0;0;0;0;0;1;1;0;0;0;3
PRE PROint PONfrt;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADVneg VERinf CONsub;16;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;1;0;0
DETdef ADJind PROcar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PROrel VERcjg PRE.DETdef;57;0;1;0;0;0;0;0;1;0;0;4;0;0;0;1;1;0;0;2;2;3;2;5;0;1;1;0;0;0;1;0;4;0;5;1;0;0;0;1;0;0;0;4;0;1;1;0;1;0;0;0;1;1;3;1;0;0;1;0;1;1;0;2;0;3
CONcoo CONcoo ADVgen;18;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;2;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
DETind PROrel ADVgen;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
PONfrt VERcjg DETndf;32;0;0;0;0;0;1;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;2;0;1;1;2;3;1;1;1;0;0;0;0;1;0;1;0;0
OUT NOMcom VERppe;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETind NOMcom PONfrt;503;0;10;1;2;2;3;3;34;8;9;7;7;3;2;15;9;3;2;2;11;0;15;10;4;14;0;1;0;4;42;19;23;3;2;7;9;10;4;1;11;3;2;9;3;4;8;0;11;2;11;7;27;20;9;2;9;6;3;7;11;1;7;16;1;12
PROper CONsub PONfbl;33;0;3;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;1;1;0;0;1;0;1;0;2;2;0;0;0;0;1;0;0;6;1;0;0;0;0;0;0;1;0;0;2;0;0
DETdef VERinf PROper;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONcoo ADVneg ADVgen;18;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;2
PRE.DETdef PROord CONsub;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROind NOMcom PROper;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
CONcoo DETdem PRE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERinf CONsub DETdem;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
VERinf CONsub DETdef;29;0;1;0;0;0;0;0;2;1;0;1;0;0;0;0;2;0;0;0;1;1;0;2;1;0;0;0;0;0;2;2;2;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;1
PROind PRE.DETdef ADVneg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADVneg ADJqua VERinf;4;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg DETind VERppe;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PROadv PRE VERinf;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg DETndf VERcjg;12;1;0;0;0;0;0;0;1;0;1;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
ADVgen DETdef NOMcom;226;0;5;1;3;4;5;2;9;0;2;7;4;2;4;5;5;1;0;1;11;3;4;2;1;2;1;3;1;0;14;2;8;1;2;2;7;0;1;4;5;2;1;12;0;3;5;1;7;3;1;1;5;8;2;1;4;2;1;5;5;1;0;11;0;11
NOMcom PROrel PRE;257;0;5;0;0;0;6;3;25;1;1;2;2;1;0;2;5;1;0;0;7;2;3;9;2;2;1;8;0;3;16;6;13;1;1;8;4;2;1;3;10;5;1;6;1;2;10;0;0;0;9;1;4;11;4;0;1;1;2;2;9;2;4;13;0;13
PROper ADJcar PONfrt;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRE DETpos PROind;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOMcom DETind OUT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETdef PROind ADVneg;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfrt PRE.DETdef PROper;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOMcom NOMcom CONsub;47;0;1;0;0;0;1;2;0;0;1;0;1;0;0;1;0;0;0;0;4;0;3;0;0;3;2;1;0;0;1;0;2;0;0;0;0;1;0;0;1;0;1;2;0;0;4;0;0;0;0;0;1;7;1;0;0;0;0;1;3;0;0;0;0;2
PONfrt PROper DETdef;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1
PRE ADJqua PROrel;6;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfrt PROper DETdem;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfrt PONfrt DETdef;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg VERppe PRE;1129;1;16;6;5;6;20;12;40;13;11;17;24;5;6;15;25;10;4;5;22;5;25;28;10;18;9;25;4;19;67;23;45;3;16;12;13;14;5;16;38;9;18;67;4;9;19;6;23;8;18;3;37;46;8;10;13;9;7;3;41;4;7;58;2;42
DETdef PROind DETndf;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
DETdef ADJord VERinf;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfbl OUT DETndf;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROadv NOMcom CONcoo;21;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;2;1;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0
PROind NOMcom PRE;10;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
DETrel PROper VERcjg;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfrt VERcjg DETint;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETpos NOMcom DETdef;59;0;0;1;0;1;0;1;3;0;1;2;1;0;1;2;2;2;0;0;2;1;2;1;0;2;1;1;0;0;4;0;5;0;2;0;2;0;0;0;2;1;0;1;1;1;0;0;2;0;0;0;1;4;1;0;0;1;1;0;1;1;1;0;0;0
PONfrt DETdef PROper;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERinf CONsub PONfbl;56;0;0;0;0;0;0;0;5;0;0;1;2;0;2;1;0;0;1;1;3;0;4;0;0;2;0;1;0;0;5;2;1;1;1;1;0;0;0;0;1;0;0;0;1;0;2;0;0;0;1;1;2;4;1;0;0;1;0;0;1;0;1;3;0;3
PONfrt VERcjg DETind;11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
DETpos NOMcom DETdem;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0
VERcjg PRE DETndf;197;0;1;2;3;0;3;2;8;1;6;3;1;3;3;0;6;3;0;1;3;3;2;4;0;0;2;4;0;4;10;3;8;0;0;2;2;1;1;6;8;2;3;9;0;4;7;1;5;6;0;0;1;7;1;7;2;0;3;0;1;2;2;17;0;8
CONsub DETind ADVgen;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROint VERcjg PROdem;21;0;0;0;1;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;1;1;0;0;0;0;4;0;0
NOMpro VERppe NOMcom;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
PROadv PONfbl VERcjg;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg VERinf PROper;29;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;2;1;0;1;0;0;0;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;1;2;0;1;3;0;0;0;0;0;0;1;1;0;0;0;3
ADJqua CONcoo CONcoo;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VERcjg DETdef ADVgen;17;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;2;0;0;0;0;0
PROper ADVneg.PROper VERcjg;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;0
DETcar ADVgen ADJqua;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfrt PROper DETind;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRE CONsub PROper;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERinf PONfrt PRE.DETdef;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfrt VERcjg PROcar;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PRE PRE VERppe;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg VERinf ADJpos;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETind ADJind ADJqua;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONcoo DETcar PONfrt;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
DETdef VERinf DETndf;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg OUT PROrel;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRE.DETdef ADJind ADJind;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROind VERcjg DETdef;42;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;4;0;2;5;0;0;0;1;0;1;3;1;2;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;2;3;1;0;0;0;0
ADJpos NOMcom NOMpro;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DETpos NOMpro PRE;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
DETdef VERcjg PONfrt;20;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0
VERcjg DETind ADJpos;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PROper ADVneg VERinf;12;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
ADJqua PROper DETdef;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
