Title,Vie_Martin,Vie_Martin,Dia_Martin,Dia_Martin,Vie_Brice,Vie_Brice,Vie_Gilles,Vie_Gilles,Vie_Martial,Vie_Martial,Vie_Nicolas,Vie_Nicolas,Vie_Jerome,Vie_Jerome,Vie_Benoit,Vie_Benoit,Vie_Alexis,Vie_Alexis
Corpus,ocr,gt,ocr,gt,ocr,gt,ocr,gt,ocr,gt,ocr,gt,ocr,gt,ocr,gt,ocr,gt
davi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
davice,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
david,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
de,441,508,488,590,42,46,120,143,421,497,580,662,67,79,278,323,124,137
de+il,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
de+le,97,93,150,152,4,4,28,28,119,121,169,169,14,17,65,66,16,15
debatre,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
debin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debonaire,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0
debonairement,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
debrier,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
debrisier,2,2,1,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0
dece,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
decembre,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
decevance,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
decevement,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
decevoir,2,3,3,3,0,0,0,0,5,5,8,7,0,0,2,2,0,0
decevoire,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deci,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
deciser,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
decoler1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
decorir,0,1,0,0,0,0,1,1,0,0,2,6,0,0,0,2,0,0
decorre,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
decort,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
decès,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dedement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dedenz,10,10,19,19,2,2,4,4,6,6,18,18,2,2,11,11,3,3
dedicacïon,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
dediier,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dedrier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
deduire,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
deduit,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
dedïement,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
defaillance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
defaille1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
defaillier,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
defaillir,1,1,2,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0
defaiture,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
defaute,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
defendre,6,4,5,4,0,0,1,1,1,2,3,2,0,0,2,1,0,0
defendëor,1,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0
defenir1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
defense,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
defevaille,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
definer1,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0
definer2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
deforain,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
defors,2,2,3,3,0,0,1,1,0,0,5,5,1,1,4,4,2,2
deforser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
defroissier,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
degabarer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
degaber,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0
degabier,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
degabir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
degahater,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deganter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
degarez,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
degaster,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
degener,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
degier,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
degner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
degrant,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
degré,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
deguerpir,17,17,11,12,1,1,6,7,10,10,8,9,3,3,11,11,2,2
deguerre,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deigne,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
deignier,1,1,2,1,0,0,2,2,1,3,6,6,0,0,1,1,0,0
dejoste,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
del1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dela,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delaiance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delaie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delaire,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
delaissier,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delatier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
delice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
deligne,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
delin1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
delisïon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
delit1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delit2,2,1,0,0,0,0,0,0,3,3,2,2,0,0,1,1,0,0
delitable,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0
delitos,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
delivrance,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
delivre1,1,0,6,1,0,0,1,0,2,2,8,0,0,0,1,0,0,0
delivrer,3,4,4,9,0,0,2,3,3,3,20,28,0,0,1,2,0,0
demain,2,1,1,1,0,0,0,0,2,1,1,1,0,0,3,2,1,0
demande,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
demander,10,11,22,22,5,5,6,6,6,6,18,18,0,0,13,13,3,3
demener,12,13,7,6,1,1,2,2,2,2,14,14,1,1,3,3,6,6
dement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dementer,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
dementieres,4,4,1,1,1,1,1,1,1,3,3,4,0,0,2,2,0,0
dementir,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
demi2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demoine,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
demont,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
demorance,5,5,2,2,0,0,0,0,1,1,3,3,0,0,1,1,0,0
demore,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0
demorer,12,10,13,11,0,0,7,7,7,8,9,9,1,1,13,13,2,1
demostrance,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
demostre,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
demostrer,4,6,2,4,0,0,2,2,8,8,10,12,2,3,5,5,1,2
denchante,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dendrir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denfin,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
denfin2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dengier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denier,2,0,1,2,0,0,0,0,0,0,3,2,0,0,2,2,0,0
denoiier,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dent2,5,3,4,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0
dentir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dentre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
denz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
denëiçon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
depart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
departement,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
departir,6,15,18,29,0,0,8,9,7,11,25,26,1,1,10,11,7,6
depecier,7,8,0,0,0,0,0,1,3,3,2,2,0,0,1,1,1,1
depel1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dependre,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depercier,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depetir,4,0,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
depetit,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depoitier,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
depopler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
deport,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deporter,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
deposer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
depostïent,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
depotier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
depriier,0,0,0,0,0,0,0,0,4,4,2,2,0,0,1,1,0,0
deptir,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deptit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depuis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
depusaille,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
der1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derbe,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
derompre,1,0,2,1,0,0,0,0,2,2,2,2,0,0,0,0,1,1
derrenic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derrenier,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derrier(e),2,3,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0
dervee,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
des2,2,0,1,1,0,0,0,0,2,2,1,0,0,0,0,1,0,0
desainer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desarmer,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
descaucier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
descemble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
descendre,4,6,2,2,0,0,0,0,3,3,0,0,0,0,4,4,0,0
deschait,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deschargier,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
deschaucier,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
deschauz,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
descigier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desciple,12,12,5,5,0,0,0,0,21,22,2,2,0,0,8,8,0,0
descirier,0,0,2,1,0,0,0,0,1,1,4,4,0,0,0,0,1,1
descivre,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
descombrer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
descomer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desconfire,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desconforter,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
desconseillier,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
descorde,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
descorder,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
descorder1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
descouper1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
descovrir,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,2,2
descricïon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desdeignier,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
desdeing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
desenrefiier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
deser,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
desert1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
desert2,1,0,11,10,0,0,0,0,4,1,0,0,0,0,3,3,0,0
deserte1,1,1,0,0,0,0,1,1,0,0,3,4,0,0,0,0,1,1
deserte2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
desertine,0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,2,0,0
deservir,1,1,1,1,0,0,0,0,1,1,2,2,0,0,1,1,0,0
desesperance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
desesperer,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
deseur(e),1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
desfaire,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
desfecle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desfermer,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
desferrer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desfroiter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
desfïarcier,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
desfïer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
desgarter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deshait,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
desir,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
desirete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
desireter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
desirrer,4,4,6,6,0,0,2,1,5,5,6,5,0,0,0,0,0,0
desirrier2,1,1,1,1,0,0,0,0,0,0,3,3,0,0,2,2,0,0
desjoindre,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deslacier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deslaissier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deslicier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deslige,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desliier,0,0,3,3,0,0,0,0,1,2,2,2,0,0,4,4,0,0
deslëagier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deslëal,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
deslöer1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
desmaiier,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
desmesure,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
desmesurer,1,1,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,1
desnandir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
desnasble,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desnüe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desnüer,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desor,1,1,7,7,0,0,0,0,5,4,3,3,0,0,5,5,3,3
desoz,2,2,6,6,0,0,2,2,2,2,2,1,1,1,6,6,3,3
despaner,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
despareil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
despechier,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despecier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despeigne,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despendre2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
despens,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
despense,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
desperer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
despine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
despire,3,3,2,3,0,1,1,1,3,1,2,2,0,0,1,1,1,1
despis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
despit,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
despitier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desplaire,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
despoillier,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
desputaison,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desque,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
desracier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desroter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
desrubant,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dessemblable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dessembler2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dessevraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dessevraison,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dessevrer,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
dessëoir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dessëurer,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dest2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
destiber,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
destiner,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
destir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
destiter,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
destorber,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
destre,1,0,0,0,0,0,0,0,3,2,3,3,0,0,0,0,0,0
destrece,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0
destreindre,4,3,2,2,0,0,0,0,0,0,4,5,0,0,3,3,0,0
destriens,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
destruire,13,13,8,8,0,0,1,1,6,4,8,8,1,1,8,8,0,0
destruisëor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
desus,0,0,3,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0
desver,2,2,6,6,4,4,2,2,7,8,8,9,0,0,1,1,1,1
desverie,1,1,2,3,0,0,0,0,1,1,4,4,0,0,2,2,0,0
desvestir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
desvoiier1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
dete,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0
detenir,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
detraire,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,1
detriier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deus,13,2,20,4,0,0,8,3,15,4,22,5,1,0,13,3,8,6
deva,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devaler,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
devant,40,42,34,34,6,6,10,10,40,40,41,43,8,8,23,25,11,11
devenir,4,4,1,1,1,1,2,3,3,2,3,3,0,0,4,2,2,2
devers,1,2,8,7,0,0,1,1,1,1,4,1,0,0,2,2,0,0
deversité,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devesque,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devi2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devin1,2,2,3,3,0,0,1,1,3,1,1,0,0,0,0,0,0,0
devinor,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
devisance,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
devise,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
deviser,2,1,3,2,0,0,1,1,2,2,5,5,0,0,2,2,1,0
deviserte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devocïon,0,0,0,0,0,0,0,0,3,3,8,8,1,1,0,0,0,0
devoir,43,44,34,33,0,0,8,5,25,24,32,32,2,2,24,24,11,5
devorer1,5,4,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
devorëor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
devorëor1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
devot,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
devoutement,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deça,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dicel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dicele,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diceus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dicorie,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
didier,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
didine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
didire,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dieme,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dien,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dieu,20,23,17,16,2,2,4,4,71,73,48,51,3,1,12,12,12,13
dieue,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
dieuesse,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dievre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
digame,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
digne,6,5,2,2,1,1,0,0,2,4,2,3,0,0,0,0,2,2
dignement,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
dignité,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dilieu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
diligence,2,2,0,0,0,0,0,0,0,0,4,5,2,2,1,1,1,1
dilius,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dilues,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
din,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dire,123,125,224,227,24,24,24,24,176,187,182,182,20,18,112,113,54,53
dis1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
dis1+uit,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0
disime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
disme,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
dissensïon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dister,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dit,0,0,1,0,0,0,1,0,6,2,3,1,0,1,0,0,0,0
divers,1,2,6,6,0,0,0,0,10,10,4,4,0,0,0,0,1,1
divinité,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
dobabaile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dobable,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dobler,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dobonage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dochier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doconal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
doctriere,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
doctrine,7,6,2,0,0,0,0,0,3,3,0,0,0,0,4,3,1,1
doctriner,1,2,0,1,0,0,1,1,4,4,4,4,1,1,5,6,1,1
doi,1,2,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
doiien,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
doit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doiz,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dolent,11,8,9,9,0,0,1,2,7,7,10,11,1,1,9,9,2,2
dolité,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
doloir,1,2,1,1,0,0,0,0,1,0,3,1,0,0,3,1,0,0
dolor,7,7,7,7,0,0,5,5,10,10,9,11,0,0,8,8,7,8
doloros,3,4,1,1,0,0,1,1,1,1,2,3,0,0,1,1,0,0
dolorosement,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
doloser,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domacier,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
domenir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dominator,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
